8252,Celery Green,ϑ,183,160,95,44.32,0.38,0.55,66.55,-0.30,36.82,LThanda
8260,Grey Green,ϒ,143,144,125,63.16,0.08,0.53,59.22,-3.86,9.98,LThanda
8261,Pale Olive,ϖ,145,146,102,61.36,0.18,0.49,59.47,-7.72,23.27,LThanda
8262,Grass Green,–,109,115,78,69.73,0.19,0.38,47.06,-8.92,19.76,LThanda
8263,Olive,—,78,82,47,66.86,0.27,0.25,33.69,-7.91,20.00,LThanda
8264,Sage,‘,92,95,71,67.50,0.14,0.33,39.44,-5.75,13.38,LThanda
8265,Green Haze,’,119,131,118,115.38,0.05,0.49,53.45,-7.04,5.53,LThanda
8266,Hunter Green,‚,49,71,55,136.36,0.18,0.24,27.94,-12.50,6.91,LThanda
8267,Dark Pickle,“,130,127,85,56.00,0.21,0.42,52.49,-5.78,23.28,LThanda
8268,Sap Green,”,83,95,63,82.50,0.20,0.31,38.52,-10.91,16.83,LThanda
8269,Dark Olive,„,68,79,51,83.57,0.22,0.25,31.94,-10.06,15.14,LThanda
8270,Pale Yellow,†,208,172,87,42.15,0.56,0.58,71.96,3.15,47.92,LThanda
8272,Bright Khaki,‡,158,133,29,48.37,0.69,0.37,56.22,-1.03,54.74,LThanda
8273,May Green,•,103,115,35,69.00,0.53,0.29,46.00,-16.20,40.95,LThanda
8274,Mid May Green,…,97,100,41,63.05,0.42,0.28,40.92,-10.20,32.45,LThanda
8275,Light Khaki,‰,153,133,66,46.21,0.40,0.43,56.03,-1.13,38.41,LThanda
8276,Khaki,‱,139,119,43,47.50,0.53,0.36,50.52,-1.30,43.10,LThanda
8277,Dark May Green,※,85,85,38,60.00,0.38,0.24,35.14,-7.46,27.10,LThanda
8278,Army Green,‼,75,80,36,66.82,0.38,0.23,32.61,-9.48,25.00,LThanda
8279,Winter Green,‽,139,140,108,61.88,0.13,0.49,57.39,-5.99,17.02,LThanda
8280,Eucalypt,‾,114,118,85,67.27,0.16,0.40,48.50,-7.47,17.72,LThanda
8281,Dark Eucalypt,⁁,95,99,62,66.49,0.23,0.32,40.74,-8.14,20.53,LThanda
8089,Purple Smoke,⁂,158,137,139,354.29,0.10,0.58,59.00,8.26,1.85,LThanda
8090,Pale Mushroom,⁇,141,119,127,338.18,0.09,0.51,52.27,9.95,-1.20,LThanda
8091,Mushroom,⁈,111,81,95,332.00,0.16,0.38,38.00,14.98,-3.21,LThanda
8092,Dark Mushroom,⁉,97,61,75,336.67,0.23,0.31,30.37,18.05,-1.95,LThanda
8093,Light Mauve,⁑,152,97,116,339.27,0.22,0.49,47.61,25.09,-1.37,LThanda
8094,Mauve,€,111,62,88,328.16,0.28,0.34,32.98,25.22,-6.25,LThanda
8095,Dark Mauve,™,98,50,73,331.25,0.32,0.29,27.73,24.80,-4.52,LThanda
8096,Maroon,∀,65,27,46,330.00,0.41,0.18,16.03,21.09,-4.02,LThanda
8097,Pale Lilac,❝,193,150,179,319.53,0.26,0.67,66.83,20.88,-8.89,LThanda
8098,Lilac,❞,181,129,187,293.79,0.30,0.62,60.88,29.97,-22.51,LThanda
8099,Mid Lilac,∂,157,96,149,307.87,0.24,0.50,49.13,33.12,-18.72,LThanda
8100,Light Purple,∃,116,56,118,298.06,0.36,0.34,33.67,35.96,-24.19,LThanda
8101,Purple,∅,97,41,105,292.50,0.44,0.29,27.15,35.59,-26.36,LThanda
8102,Dark Purple,∇,84,38,99,285.25,0.45,0.27,24.23,32.11,-27.22,LThanda
8103,Purple Ice,∈,179,154,182,293.57,0.16,0.66,66.58,14.31,-11.09,LThanda
8104,Lavenda,∉,151,122,173,274.12,0.24,0.58,55.60,21.14,-22.87,LThanda
8105,Jacaranda,∋,78,62,145,251.57,0.40,0.41,32.05,28.72,-43.77,LThanda
8106,Imperial Purple,∏,64,49,132,250.84,0.46,0.35,26.60,29.67,-44.61,LThanda
8107,Royal Purple,∑,60,25,72,284.68,0.48,0.19,16.12,25.97,-22.22,LThanda
8111,Dark Lavenda,−,87,98,153,230.00,0.27,0.47,42.86,10.67,-31.38,LThanda
8112,Soft Violet,∓,117,87,163,263.68,0.30,0.49,43.13,28.81,-36.73,LThanda
8113,Gentian,∔,72,57,137,251.25,0.41,0.38,29.69,27.98,-42.69,LThanda
8114,Gentian Violet,∕,88,62,141,259.75,0.39,0.40,32.79,30.01,-40.08,LThanda
8388,Light Oyster,∖,154,140,143,347.14,0.06,0.58,59.53,5.77,0.30,LThanda
8389,Mid Oyster,∗,148,128,135,339.00,0.09,0.54,55.57,8.88,-0.96,LThanda
8390,Oyster,√,125,107,115,333.33,0.08,0.45,47.12,8.58,-1.83,LThanda
8391,Light Java,∛,148,117,122,350.32,0.13,0.52,52.31,12.95,1.88,LThanda
8392,Java,∜,105,73,79,348.75,0.18,0.35,34.67,14.62,1.88,LThanda
8393,Dark Java,∝,98,65,69,352.73,0.20,0.32,31.36,14.98,3.41,LThanda
7001,Red Gold Metallic,∞,128,105,69,36.61,0.30,0.39,45.80,3.99,23.64,LThanda
