Y061,rosemary,b,158,109,198,273.03,0.44,0.60,54.33,36.40,-39.14,KintaroOe
Y062,lavender,c,144,122,187,260.31,0.32,0.61,55.52,22.15,-31.09,KintaroOe
Y063,castle,d,93,63,135,265.00,0.36,0.39,33.20,29.08,-35.70,KintaroOe
Y064,myrtille,e,69,58,134,248.68,0.40,0.38,29.44,25.68,-41.24,KintaroOe
Y065,modena,f,61,46,85,263.08,0.30,0.26,22.31,16.31,-21.23,KintaroOe
Y066,jade,g,217,230,204,90.00,0.34,0.85,89.72,-8.92,11.19,KintaroOe
Y067,powderblue,h,191,225,227,183.33,0.39,0.82,87.23,-10.67,-4.71,KintaroOe
Y068,elsa,i,196,223,232,195.00,0.44,0.84,87.16,-7.06,-7.41,KintaroOe
Y069,sky,j,164,216,238,197.84,0.69,0.79,83.54,-11.62,-16.20,KintaroOe
Y070,seacoast,k,103,173,207,199.62,0.52,0.61,67.48,-12.73,-24.08,KintaroOe
Y071,seacoast,l,96,167,173,184.68,0.32,0.53,64.28,-20.67,-10.07,KintaroOe
Y072,agate,m,102,181,198,190.62,0.46,0.59,69.43,-19.70,-16.16,KintaroOe
Y073,turkey,n,140,179,220,210.75,0.53,0.71,71.54,-3.11,-24.83,KintaroOe
Y074,danube,o,87,125,190,217.86,0.44,0.54,52.30,5.75,-38.14,KintaroOe
Y075,homeland,p,65,115,188,215.61,0.49,0.50,48.28,6.77,-43.42,KintaroOe
Y076,silence,q,74,95,188,228.95,0.46,0.51,43.17,21.00,-51.56,KintaroOe
Y077,rambo,r,61,84,160,226.06,0.45,0.43,37.61,15.79,-44.00,KintaroOe
Y078,montana,s,49,65,116,225.67,0.41,0.32,28.63,10.09,-31.36,KintaroOe
Y079,prussian,t,61,71,98,223.78,0.23,0.31,30.35,3.43,-17.16,KintaroOe
Y080,shallot,u,221,229,180,69.80,0.49,0.80,89.26,-10.75,23.05,KintaroOe
Y081,burgeon,v,218,218,60,60.00,0.68,0.55,84.68,-17.80,72.62,KintaroOe
Y082,green,w,205,229,71,69.11,0.75,0.59,86.74,-27.87,70.49,KintaroOe
Y083,lime,x,167,212,70,79.01,0.62,0.55,79.47,-34.99,62.67,KintaroOe
Y084,chloe,y,165,211,139,98.33,0.45,0.69,79.87,-28.00,30.91,KintaroOe
Y085,scallion,z,143,211,90,93.72,0.58,0.59,77.97,-41.73,52.23,KintaroOe
Y086,mint,{,120,165,74,89.67,0.38,0.47,62.84,-30.82,41.79,KintaroOe
Y087,turquoise,|,135,204,157,139.13,0.40,0.66,76.54,-31.61,16.66,KintaroOe
Y088,tiffay,},184,219,199,145.71,0.33,0.79,84.47,-15.39,6.00,KintaroOe
Y089,jadeite,~,95,174,145,157.97,0.33,0.53,65.55,-31.31,7.39,KintaroOe
Y090,starbucks,¡,60,110,72,134.40,0.29,0.33,42.12,-25.99,16.08,KintaroOe
Y091,tree,¢,51,121,59,126.86,0.41,0.34,45.21,-36.02,27.37,KintaroOe
Y092,forest,£,58,100,54,114.78,0.30,0.30,38.34,-24.96,21.56,KintaroOe
Y093,jasper,¤,36,70,54,151.76,0.32,0.21,26.80,-16.81,5.84,KintaroOe
Y094,barrack,¥,114,131,63,75.00,0.35,0.38,52.03,-17.42,34.39,KintaroOe
Y095,pudding,¦,239,231,169,53.14,0.69,0.80,90.95,-6.60,31.23,KintaroOe
Y096,greamy,§,226,226,172,60.00,0.48,0.78,88.70,-8.53,26.49,KintaroOe
Y097,lemon,¨,245,232,127,53.39,0.86,0.73,91.08,-9.28,52.27,KintaroOe
Y098,yellow,©,241,217,55,52.26,0.87,0.58,86.31,-7.86,76.42,KintaroOe
Y099,yolk,ª,241,197,48,46.32,0.87,0.57,81.21,2.10,73.99,KintaroOe
Y100,ginger,«,218,191,60,49.75,0.68,0.55,77.57,-4.18,65.83,KintaroOe
Y101,mousse,¬,246,217,147,42.42,0.85,0.77,87.64,0.64,38.15,KintaroOe
Y102,mango,®,231,181,58,42.66,0.78,0.57,76.28,6.53,65.75,KintaroOe
Y103,wheat,¯,255,188,71,38.15,1.00,0.64,80.56,13.56,65.75,KintaroOe
Y104,salmon,°,235,179,142,23.87,0.70,0.74,77.19,15.62,26.76,KintaroOe
Y105,orange,±,223,146,58,32.00,0.72,0.55,66.94,21.75,56.29,KintaroOe
Y106,tangerine,²,249,152,70,27.49,0.94,0.63,71.58,29.86,56.76,KintaroOe
Y107,Sun-god,³,221,120,28,28.60,0.78,0.49,60.68,33.71,61.87,KintaroOe
