Y002,white,255,255,255,#FFFFFF,KintaroOe
Y003,shell,224,212,216,#E0D4D8,KintaroOe
Y004,ash,221,219,206,#DDDBCE,KintaroOe
Y005,dove,206,200,203,#CEC8CB,KintaroOe
Y006,fog,214,212,215,#D6D4D7,KintaroOe
Y007,cameo,181,180,185,#B5B4B9,KintaroOe
Y008,gray,140,138,141,#8C8A8D,KintaroOe
Y009,smoke,113,110,115,#716E73,KintaroOe
Y010,iron,76,76,76,#4C4C4C,KintaroOe
Y011,black,0,0,0,#000000,KintaroOe
Y012,skin,239,216,198,#EFD8C6,KintaroOe
Y013,shrimp,239,192,150,#EFC096,KintaroOe
Y014,muscle,224,185,152,#E0B998,KintaroOe
Y015,cedar,189,156,103,#BD9C67,KintaroOe
Y016,linen,210,193,150,#D2C196,KintaroOe
Y017,corduroy,197,162,124,#C5A27C,KintaroOe
Y018,bamboo,218,180,118,#DAB476,KintaroOe
Y019,caramel,196,145,62,#C4913E,KintaroOe
Y020,annatto,203,147,96,#CB9360,KintaroOe
Y021,soil,215,153,106,#D7996A,KintaroOe
Y022,brich,155,107,69,#9B6B45,KintaroOe
Y023,tan,141,92,62,#8D5C3E,KintaroOe
Y024,oak,134,106,85,#866A55,KintaroOe
Y025,chocolate,93,60,55,#5D3C37,KintaroOe
Y026,shy,248,149,107,#F8956B,KintaroOe
Y027,coralline,213,81,77,#D5514D,KintaroOe
Y028,ruby,219,79,62,#DB4F3E,KintaroOe
Y029,sunset,207,62,69,#CF3E45,KintaroOe
Y030,vermillion,157,34,52,#9D2234,KintaroOe
Y031,crimson,157,34,52,#9D2234,KintaroOe
Y032,rose,214,104,167,#D668A7,KintaroOe
Y033,taffy,104,57,63,#68393F,KintaroOe
Y034,chestnut,125,71,35,#7D4723,KintaroOe
Y035,ochre,147,74,57,#934A39,KintaroOe
Y036,brick,106,26,53,#6A1A35,KintaroOe
Y037,pork,244,226,214,#F4E2D6,KintaroOe
Y038,baby,245,220,216,#F5DCD8,KintaroOe
Y039,cheek,241,216,222,#F1D8DE,KintaroOe
Y040,sakura,238,198,222,#EEC6DE,KintaroOe
Y041,pink,245,163,209,#F5A3D1,KintaroOe
Y042,azalea,219,119,207,#DB77CF,KintaroOe
Y043,blusher,228,160,183,#E4A0B7,KintaroOe
Y044,wintersweet,210,118,169,#D276A9,KintaroOe
Y045,bleaberry,193,56,138,#C1388A,KintaroOe
Y046,magenta,220,74,119,#DC4A77,KintaroOe
Y047,jam,154,36,97,#9A2461,KintaroOe
Y048,camelia,162,0,103,#A20067,KintaroOe
Y049,bacon,201,119,131,#C97783,KintaroOe
Y050,hyacinth,212,213,231,#D4D5E7,KintaroOe
Y051,magnolia,190,194,232,#BEC2E8,KintaroOe
Y052,wisteria,189,198,237,#BDC6ED,KintaroOe
Y053,cobalt,165,175,234,#A5AFEA,KintaroOe
Y054,azure,126,132,190,#7E84BE,KintaroOe
Y055,lilac,217,211,239,#D9D3EF,KintaroOe
Y056,amethyst,194,187,228,#C2BBE4,KintaroOe
Y057,hydrangea,200,156,205,#C89CCD,KintaroOe
Y058,briar,166,92,191,#A65CBF,KintaroOe
Y059,tuberose,145,31,144,#911F90,KintaroOe
Y060,wine,108,41,136,#6C2988,KintaroOe
Y061,rosemary,158,109,198,#9E6DC6,KintaroOe
Y062,lavender,144,122,187,#907ABB,KintaroOe
Y063,castle,93,63,135,#5D3F87,KintaroOe
Y064,myrtille,69,58,134,#453A86,KintaroOe
Y065,modena,61,46,85,#3D2E55,KintaroOe
Y066,jade,217,230,204,#D9E6CC,KintaroOe
Y067,powderblue,191,225,227,#BFE1E3,KintaroOe
Y068,elsa,196,223,232,#C4DFE8,KintaroOe
Y069,sky,164,216,238,#A4D8EE,KintaroOe
Y070,seacoast,103,173,207,#67ADCF,KintaroOe
Y071,seacoast,96,167,173,#60A7AD,KintaroOe
Y072,agate,102,181,198,#66B5C6,KintaroOe
Y073,turkey,140,179,220,#8CB3DC,KintaroOe
Y074,danube,87,125,190,#577DBE,KintaroOe
Y075,homeland,65,115,188,#4173BC,KintaroOe
Y076,silence,74,95,188,#4A5FBC,KintaroOe
Y077,rambo,61,84,160,#3D54A0,KintaroOe
Y078,montana,49,65,116,#314174,KintaroOe
Y079,prussian,61,71,98,#3D4762,KintaroOe
Y080,shallot,221,229,180,#DDE5B4,KintaroOe
Y081,burgeon,218,218,60,#DADA3C,KintaroOe
Y082,green,205,229,71,#CDE547,KintaroOe
Y083,lime,167,212,70,#A7D446,KintaroOe
Y084,chloe,165,211,139,#A5D38B,KintaroOe
Y085,scallion,143,211,90,#8FD35A,KintaroOe
Y086,mint,120,165,74,#78A54A,KintaroOe
Y087,turquoise,135,204,157,#87CC9D,KintaroOe
Y088,tiffay,184,219,199,#B8DBC7,KintaroOe
Y089,jadeite,95,174,145,#5FAE91,KintaroOe
Y090,starbucks,60,110,72,#3C6E48,KintaroOe
Y091,tree,51,121,59,#33793B,KintaroOe
Y092,forest,58,100,54,#3A6436,KintaroOe
Y093,jasper,36,70,54,#244636,KintaroOe
